"","region","year","tfr_male","tfr_female","tfr_ratio","country","U"
"2918","Victoria",2015,1.66508459,1.65642371,1.00522866217606,"Australia",0.00521502836527602
"2919","Victoria",2016,1.82394747,1.80782844,1.00891623875549,"Australia",0.00887666552091868
"2920","Victoria",2017,1.75708162,1.74051389,1.00951887261296,"Australia",0.0094737827473938
"2921","Victoria",2018,1.63523171,1.62139056,1.00853659219528,"Australia",0.0085003103537703
"2922","Victoria",2019,1.57571115,1.55960002,1.01033029609733,"Australia",0.0102772127718348
"2923","Victoria",2020,1.47781851,1.47173753,1.00413183728487,"Australia",0.00412331884360476
"2924","Western Australia",1990,1.78828508,1.9089675,0.936781312411029,"Australia",-0.0652822155850655
"2925","Western Australia",1991,1.79397826,1.90579575,0.941327663260871,"Australia",-0.0604455784043956
"2926","Western Australia",1992,1.75805738,1.87170097,0.939283255273411,"Australia",-0.0626177166862912
"2927","Western Australia",1993,1.75044583,1.87535844,0.93339267452253,"Australia",-0.0689020149452248
"2928","Western Australia",1994,1.73929876,1.8723989,0.928914645271368,"Australia",-0.0737050287869334
"2929","Western Australia",1995,1.72499495,1.8551062,0.929863179800704,"Australia",-0.0726857954837394
"2930","Western Australia",1996,1.67661236,1.80901078,0.926811702028663,"Australia",-0.0759682930037009
"2931","Western Australia",1997,1.66159515,1.78967078,0.928436206574262,"Australia",-0.0742195082023135
"2932","Western Australia",1998,1.65234874,1.77692266,0.929893448485822,"Australia",-0.0726532872259688
"2933","Western Australia",1999,1.67180531,1.78597664,0.936073447186857,"Australia",-0.0660373219890283
"2934","Western Australia",2000,1.69612931,1.80544438,0.939452540764507,"Australia",-0.0624376806989317
"2935","Western Australia",2001,1.61498738,1.72326693,0.937166118542065,"Australia",-0.064871959979586
"2936","Western Australia",2002,1.58943921,1.69687073,0.936688447681574,"Australia",-0.0653812464201109
"2937","Western Australia",2003,1.61881936,1.74197138,0.9293030750023,"Australia",-0.0732875263754149
"2938","Western Australia",2004,1.67574159,1.81233716,0.924630155461801,"Australia",-0.0783213796420165
"2939","Western Australia",2005,1.72218259,1.8663153,0.922771511330374,"Australia",-0.0803303858149962
"2940","Western Australia",2006,1.79813497,1.95145298,0.921433920483188,"Australia",-0.0817785911649305
"2941","Western Australia",2007,1.82466411,1.98972679,0.917042540297706,"Australia",-0.0865473331535055
"2942","Western Australia",2008,1.91659925,2.09274368,0.915830862764808,"Australia",-0.0878669812362496
"2943","Western Australia",2009,1.78599453,1.94832688,0.91668115260002,"Australia",-0.0869407488949914
"2944","Western Australia",2010,1.78297859,1.93150737,0.923102141722607,"Australia",-0.079972723870519
"2945","Western Australia",2011,1.76018433,1.9169475,0.918222502181202,"Australia",-0.0852638291186857
"2946","Western Australia",2012,1.7578386,1.91790262,0.916542154783646,"Australia",-0.0870921049224461
"2947","Western Australia",2013,1.74230765,1.89610211,0.918889146745372,"Australia",-0.0845393840412301
"2948","Western Australia",2014,1.77549385,1.91042749,0.929369923377725,"Australia",-0.0732156915752305
"2949","Western Australia",2015,1.74596321,1.87330601,0.932022424889354,"Australia",-0.0703693437870312
"2950","Western Australia",2016,1.76793759,1.88027348,0.94025555793086,"Australia",-0.0615840957908173
"2951","Western Australia",2017,1.72050982,1.82619435,0.942128541795127,"Australia",-0.0595959092917524
"2952","Western Australia",2018,1.65626642,1.74943494,0.946743649695255,"Australia",-0.0547132647003435
"2953","Western Australia",2019,1.66225067,1.7480392,0.950922994175417,"Australia",-0.0503115765933411
"2954","Western Australia",2020,1.58751225,1.67371223,0.948497729505149,"Australia",-0.0528635673678004
"2955","Baden-Württemberg",1995,1.2988803338197,1.47140422671012,0.882748812489034,"Germany",-0.124553192367661
"2956","Baden-Württemberg",1996,1.32367633357828,1.49096438927231,0.887798758375662,"Germany",-0.118869917809333
"2957","Baden-Württemberg",1997,1.35377666564689,1.53443581799535,0.882263467634326,"Germany",-0.125101012042324
"2958","Baden-Württemberg",1998,1.30971632238426,1.49080329882182,0.878530603882702,"Germany",-0.129323840523263
"2959","Baden-Württemberg",1999,1.29426721864589,1.48047776449278,0.874222666281857,"Germany",-0.134218133182291
